history:LTA_REF/LTA_1A_TEMP,,,
2019-十月-14 14:50:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-14 15:00:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-14 15:10:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-14 15:20:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-14 15:30:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 15:40:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-14 15:50:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-14 16:00:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 16:10:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 16:20:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 16:30:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-14 16:40:00 PM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-14 16:50:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-14 17:00:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 17:10:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 17:20:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-14 17:30:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 17:40:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-14 17:50:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-14 18:00:00 PM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-14 18:10:00 PM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-14 18:20:00 PM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-14 18:30:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 18:40:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-14 18:50:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 19:00:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 19:10:00 PM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-14 19:20:00 PM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-14 19:30:00 PM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-14 19:40:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 19:50:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 20:00:00 PM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-14 20:10:00 PM CT,{ },{unackedAlarm},16.0 °F
2019-十月-14 20:20:00 PM CT,{ },{unackedAlarm},37.5 °F
2019-十月-14 20:30:00 PM CT,{ },{unackedAlarm},49.0 °F
2019-十月-14 20:40:00 PM CT,{ },{unackedAlarm},15.5 °F
2019-十月-14 20:50:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-14 21:00:00 PM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-14 21:10:00 PM CT,{ },{unackedAlarm},-15.5 °F
2019-十月-14 21:20:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 21:30:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-14 21:40:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 21:50:00 PM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-14 22:00:00 PM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-14 22:10:00 PM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-14 22:20:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-14 22:30:00 PM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-14 22:40:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-14 22:50:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-14 23:00:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-14 23:10:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-14 23:20:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-14 23:30:00 PM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-14 23:40:00 PM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-14 23:50:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 00:00:00 AM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-15 00:10:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-15 00:20:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 00:30:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 00:40:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 00:50:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 01:00:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 01:10:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-15 01:20:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 01:30:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 01:40:00 AM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-15 01:50:00 AM CT,{ },{unackedAlarm},-13.0 °F
2019-十月-15 02:00:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 02:10:00 AM CT,{ },{unackedAlarm},9.0 °F
2019-十月-15 02:20:00 AM CT,{ },{unackedAlarm},34.5 °F
2019-十月-15 02:30:00 AM CT,{ },{unackedAlarm},47.5 °F
2019-十月-15 02:40:00 AM CT,{ },{unackedAlarm},13.5 °F
2019-十月-15 02:50:00 AM CT,{ },{unackedAlarm},-22.5 °F
2019-十月-15 03:00:00 AM CT,{ },{unackedAlarm},-21.5 °F
2019-十月-15 03:10:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 03:20:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 03:30:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 03:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 03:50:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-15 04:00:00 AM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 04:10:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 04:20:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-15 04:30:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 04:40:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-15 04:50:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 05:00:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 05:10:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 05:20:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 05:30:00 AM CT,{ },{unackedAlarm},-12.0 °F
2019-十月-15 05:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 05:50:00 AM CT,{ },{unackedAlarm},-12.5 °F
2019-十月-15 06:00:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 06:10:00 AM CT,{ },{unackedAlarm},-12.0 °F
2019-十月-15 06:20:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 06:30:00 AM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-15 06:40:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 06:50:00 AM CT,{ },{unackedAlarm},-13.0 °F
2019-十月-15 07:00:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 07:10:00 AM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-15 07:20:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 07:30:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 07:40:00 AM CT,{ },{unackedAlarm},-12.0 °F
2019-十月-15 07:50:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 08:00:00 AM CT,{ },{unackedAlarm},-11.5 °F
2019-十月-15 08:10:00 AM CT,{ },{unackedAlarm},14.0 °F
2019-十月-15 08:20:00 AM CT,{ },{unackedAlarm},36.0 °F
2019-十月-15 08:30:00 AM CT,{ },{unackedAlarm},48.0 °F
2019-十月-15 08:40:00 AM CT,{ },{unackedAlarm},16.5 °F
2019-十月-15 08:50:00 AM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-15 09:00:00 AM CT,{ },{unackedAlarm},-18.0 °F
2019-十月-15 09:10:00 AM CT,{ },{unackedAlarm},-17.5 °F
2019-十月-15 09:20:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-15 09:30:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 09:40:00 AM CT,{ },{unackedAlarm},-2.0 °F
2019-十月-15 09:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 10:00:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 10:10:00 AM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 10:20:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-15 10:30:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 10:40:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 10:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 11:00:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 11:10:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 11:20:00 AM CT,{ },{unackedAlarm},-2.5 °F
2019-十月-15 11:30:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 11:40:00 AM CT,{ },{unackedAlarm},-1.0 °F
2019-十月-15 11:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 12:00:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 12:10:00 PM CT,{ },{unackedAlarm},-4.5 °F
2019-十月-15 12:20:00 PM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-15 12:30:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 12:40:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 12:50:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 13:00:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 13:10:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 13:20:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 13:30:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 13:40:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 13:50:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 14:00:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 14:10:00 PM CT,{ },{unackedAlarm},17.0 °F
2019-十月-15 14:20:00 PM CT,{ },{unackedAlarm},39.5 °F
2019-十月-15 14:30:00 PM CT,{ },{unackedAlarm},51.5 °F
2019-十月-15 14:40:00 PM CT,{ },{unackedAlarm},8.0 °F
2019-十月-15 14:50:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-15 15:00:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-15 15:10:00 PM CT,{ },{unackedAlarm},-2.0 °F
2019-十月-15 15:20:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 15:30:00 PM CT,{ },{unackedAlarm},-4.5 °F
2019-十月-15 15:40:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 15:50:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 16:00:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 16:10:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 16:20:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 16:30:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 16:40:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 16:50:00 PM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-15 17:00:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 17:10:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 17:20:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 17:30:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 17:40:00 PM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-15 17:50:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 18:00:00 PM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-15 18:10:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 18:20:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 18:30:00 PM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-15 18:40:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 18:50:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 19:00:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 19:10:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 19:20:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 19:30:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 19:40:00 PM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-15 19:50:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 20:00:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 20:10:00 PM CT,{ },{unackedAlarm},20.0 °F
2019-十月-15 20:20:00 PM CT,{ },{unackedAlarm},39.5 °F
2019-十月-15 20:30:00 PM CT,{ },{unackedAlarm},52.0 °F
2019-十月-15 20:40:00 PM CT,{ },{unackedAlarm},10.5 °F
2019-十月-15 20:50:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-15 21:00:00 PM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-15 21:10:00 PM CT,{ },{unackedAlarm},-2.5 °F
2019-十月-15 21:20:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 21:30:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-15 21:40:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 21:50:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 22:00:00 PM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-15 22:10:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 22:20:00 PM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-15 22:30:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-15 22:40:00 PM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-15 22:50:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 23:00:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 23:10:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-15 23:20:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-15 23:30:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-15 23:40:00 PM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-15 23:50:00 PM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 00:00:00 AM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-16 00:10:00 AM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 00:20:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 00:30:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 00:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 00:50:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:00:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 01:10:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:20:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 01:30:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 01:40:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-16 01:50:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 02:00:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-16 02:10:00 AM CT,{ },{unackedAlarm},18.5 °F
2019-十月-16 02:20:00 AM CT,{ },{unackedAlarm},39.5 °F
2019-十月-16 02:30:00 AM CT,{ },{unackedAlarm},53.0 °F
2019-十月-16 02:40:00 AM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-16 02:50:00 AM CT,{ },"{fault,unackedAlarm}",-39.5 °F
2019-十月-16 03:00:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 03:10:00 AM CT,{ },{unackedAlarm},-10.5 °F
2019-十月-16 03:20:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 03:30:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 03:40:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 03:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 04:00:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 04:10:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 04:20:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 04:30:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 04:40:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 04:50:00 AM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-16 05:00:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 05:10:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 05:20:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 05:30:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 05:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 05:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 06:00:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 06:10:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 06:20:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 06:30:00 AM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 06:40:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 06:50:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:00:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:10:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 07:20:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 07:30:00 AM CT,{ },{unackedAlarm},-6.5 °F
2019-十月-16 07:40:00 AM CT,{ },{unackedAlarm},-8.5 °F
2019-十月-16 07:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 08:00:00 AM CT,{ },{unackedAlarm},-11.0 °F
2019-十月-16 08:10:00 AM CT,{ },{unackedAlarm},18.0 °F
2019-十月-16 08:20:00 AM CT,{ },{unackedAlarm},38.5 °F
2019-十月-16 08:30:00 AM CT,{ },{unackedAlarm},51.5 °F
2019-十月-16 08:40:00 AM CT,{ },{unackedAlarm},15.0 °F
2019-十月-16 08:50:00 AM CT,{ },{unackedAlarm},-15.5 °F
2019-十月-16 09:00:00 AM CT,{ },{unackedAlarm},-1.5 °F
2019-十月-16 09:10:00 AM CT,{ },{unackedAlarm},-2.5 °F
2019-十月-16 09:20:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 09:30:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 09:40:00 AM CT,{ },{unackedAlarm},-3.5 °F
2019-十月-16 09:50:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 10:00:00 AM CT,{ },{unackedAlarm},-6.0 °F
2019-十月-16 10:10:00 AM CT,{ },{unackedAlarm},-9.5 °F
2019-十月-16 10:20:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 10:30:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 10:40:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 10:50:00 AM CT,{ },{unackedAlarm},-3.0 °F
2019-十月-16 11:00:00 AM CT,{ },{unackedAlarm},-8.0 °F
2019-十月-16 11:10:00 AM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 11:20:00 AM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 11:30:00 AM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 11:40:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 11:50:00 AM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 12:00:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:10:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 12:20:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 12:30:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:40:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 12:50:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 13:00:00 PM CT,{ },{unackedAlarm},-7.0 °F
2019-十月-16 13:10:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 13:20:00 PM CT,{ },{unackedAlarm},-7.5 °F
2019-十月-16 13:30:00 PM CT,{ },{unackedAlarm},-9.0 °F
2019-十月-16 13:40:00 PM CT,{ },{unackedAlarm},-5.0 °F
2019-十月-16 13:50:00 PM CT,{ },{unackedAlarm},-10.0 °F
2019-十月-16 14:00:00 PM CT,{ },{unackedAlarm},-5.5 °F
2019-十月-16 14:10:00 PM CT,{ },{unackedAlarm},17.5 °F
2019-十月-16 14:20:00 PM CT,{ },{unackedAlarm},38.0 °F
